,Unnamed: 0,id,compendiumUrl,numPages,curatorApiUrl,GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,S,sum,Sc ppm,Cr,Co,Cu,Zn,Ga,Ge ppb,As,Se,Rb,Sr,,Nb,Mo,Ru,Rh,Pd ppb,Ag ppb,Cd ppb,In ppb,Sn ppb,Sb ppb,Te ppb,Cs ppm,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W ppb,Re ppb,Os ppb,Ir ppb,Pt ppb,Au ppb,Th ppm,U ppm
761,762,10086,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/10086.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/10086,10086.0,,Apollo 11,,,ALSRC 1003,823.0,Soil,Unsieved,0.009000000000000001,"January, 15 2013 00:00:00",False,,,"Fines, Unsieved","['37.2', '38.8', '37.6']","['10.7', '10', '10.04']","['5.2', '5.24', '6.49']","['24.7', '23.4', '24.3']","['0.3', '0.33']","['13.1', '13.84', '14.3']","['7.7', '7.41', '7.65']","['0.27', '0.28', '0.36']","['0.04', '0.07', '0.14']",['0.05'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,763,12001,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12001.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12001,12001.0,,Apollo 12,LM,,,2216.0,Soil,Unsieved,69.443,"September, 04 2014 00:00:00",True,,,"Fines, Unsieved","['46', '46.2', '45.6']","['2.8', '2.67', '3', '2.9']","['12.5', '12.56', '13.9']","['17.2', '16.85', '16.2']","['0.22', '0.22', '0.21']","['10.4', '9.8', '10.2']","['10.9', '8.54', '10.25']","['0.48', '0.43', '0.45']","['0.26', '0.25', '0.24', '0.23']",['0.25'],[],[],"['40.2', '38.1']","['2805', '2430', '2053']","['42.5', '38.3']",['7.2'],[],['4.2'],[],[],[],"['23', '6.48']","['140', '130', '145.5']",,[],[],[],[],['9'],[],[],['92'],[],[],[],['0.53'],"['430', '460', '370']","['35.6', '32.4']","['85', '87', '87.2']",['10.8'],"['57', '72', '55.1']","['17.3', '15', '16.1']","['1.85', '1.8', '1.78']","['19.4', '19.4']","['3.7', '3.78']","['22', '22.6', '22.1']","['5', '5']","['14.5', '12.6']",['1.8'],"['13', '11', '12']","['1.85', '1.56', '1.81']","['11.8', '13.3']","['1.5', '1.4']",['630'],[],[],['11'],[],['2.6'],"['5.4', '5.5']",['1.67']
763,764,12003,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12003.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12003,12003.0,,Apollo 12,,,,300.0,Soil,Unsieved,28.516,"August, 27 2013 00:00:00",True,,,"Fines, Unsieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,765,12023,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12023.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12023,12023.0,,Apollo 12,,SHARP CRATER,,407.9,Special,,66.891,"January, 20 2015 00:00:00",True,,,LESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,766,12024,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12024.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12024,12024.0,,Apollo 12,,SHARP CRATER,,56.5,Soil,Unsieved,65.873,"January, 13 2015 00:00:00",True,,,GASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,767,12029,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12029.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12029,12029.0,,Apollo 12,,SURVEYOR CRATER,,6.5,Soil,Unsieved,0.0,"November, 20 2014 00:00:00",False,True,"12029,25","Fines, Unsieved",['46.6'],['2.81'],['11.9'],['16.32'],['0.19'],['10.25'],['10.35'],['0.5'],['0.23'],['0.29'],[],[],['44'],['2326'],['44'],['13'],['4'],['5.2'],[],[],[],['6.6'],['140'],,['30'],[],[],[],[],[],[],[],[],[],[],[],['420'],['42'],[],[],[],[],[],[],[],[],[],[],[],['13'],[],[],[],[],[],[],[],[],[],[],[]
767,768,12030,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12030.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12030,12030.0,,Apollo 12,,HEAD CRATER,Bag 1-D ,75.0,Soil,Unsieved,68.661,"February, 04 2015 00:00:00",True,,,"Fines, Unsieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,769,12032,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12032.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12032,12032.0,,Apollo 12,,BENCH CRATER,Bag 4-D ,310.5,Soil,Unsieved,69.515,"August, 08 2014 00:00:00",True,,,"Fines, Unsieved",['46.58'],"['1.83', '2.56']","['15.7', '13.59']","['15', '15.11']","['0.22', '0.207']","['10.9', '9.89']","['10.4', '10.53']","['0.59', '0.56']","['0.37', '0.363', '0.36']",['0.38'],['0.069'],[],['32'],"['2400', '2530']","['39', '42']","['6.5', '29']","['8.4', '22', '5.4']","['4.3', '5.1']",['7.5'],[],['0.195'],"['8.9', '9.24', '7.6']","['160', '161.4']",,['43'],[],[],[],[],['3.2'],['17'],['10'],[],['130'],['20'],"['0.3', '0.39']","['690', '531', '529']","['52', '51']","['130', '117']",[],"['97', '73']","['28', '20.7']","['2.3', '2.12']","['49', '24.9']",['6.1'],['28'],['6.7'],['15.9'],['2.2'],"['18', '15.2']","['2.5', '2.24']",['15'],['1.8'],['1000'],[],[],['4'],[],['1.4'],['9.6'],['1.5']
769,770,12033,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12033.pdf,13,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12033,12033.0,,Apollo 12,,HEAD CRATER,Bag 5-D ,450.0,Soil,Unsieved,68.265,"December, 29 2014 00:00:00",True,,,"Fines, Unsieved","['41', '46.9']","['2.6', '2.3', '2.8']","['16', '17.3', '16.8']","['16', '11.7']","['0.23', '0.154', '0.168']","['11', '10.6']","['11.5', '12.3', '11.9']","['0.54', '0.82', '0.834', '0.805']","['0.39', '0.56', '0.469']",[],[],[],"['33', '27']","['2100', '1608']","['34', '34', '30']",[],['5'],['4.7'],[],[],['0.18'],"['7.5', '14.4', '8.3']","['260', '185']",,[],[],[],[],[],['12'],['26'],['8'],['2'],[],['40'],"['0.4', '0.42']","['720', '858', '600']","['69.7', '75', '62']","['180', '180']",['21'],"['108', '91']","['31', '32', '29']","['2.79', '3.08', '2.89']","['35.7', '33']",['5.4'],"['39.2', '32']",['8.8'],"['25.1', '20.1']",['2.9'],"['21.4', '26.3', '21']","['3.2', '2.61']",['20'],[],[],[],[],['3.9'],[],['1.5'],['13.5'],[]
770,771,12037,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12037.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12037,12037.0,,Apollo 12,,BENCH CRATER,Bag 8-D ,145.0,Soil,Unsieved,74.74600000000001,"August, 27 2013 00:00:00",True,,,"Fines, Unsieved","['46.2', '44.8', '41.8']","['2.5', '3.5', '3.2', '3.3']","['11.1', '15.1', '14.1', '12.1']","['18.4', '14.9', '16.3']","['0.25', '0.25', '0.207', '0.227']","['11.6', '10.2', '10.8']","['10.4', '10.5', '11.9', '10.2']","['0.37', '0.65', '0.455', '0.461']","['0.2', '0.38', '0.102']",[],[],[],"['39', '40']","['3230', '2463', '2408']","['47.1', '55', '40']",['4.5'],['6.1'],"['4.4', '3.4']",[],[],['0.21'],"['6.1', '5.1', '3.3']",['90'],,[],[],[],[],['13.5'],['5.1'],"['35', '10']","['109', '3']",[],[],['40'],"['0.31', '0.24', '0.22']","['190', '200']","['24.5', '26.2', '51.3']",['136'],"['9.1', '19']",['80'],['23.5'],"['1.57', '1.96']","['16', '30']","['3.22', '4.6']","['17.8', '28']","['4.13', '7.9']","['12.7', '17.4']",['2.6'],"['8.9', '17.8']","['1.35', '2.43']","['10.9', '9']",['1.04'],['450'],[],[],"['5', '4.3']",[],"['1.5', '1.5']","['3.52', '5.1']",['0.72']
771,772,12041,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12041.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12041,12041.0,,Apollo 12,,BENCH CRATER,Bag 11-D,19.3,Soil,Unsieved,41.398999999999994,"January, 05 2015 00:00:00",True,,,"Fines, Unsieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,773,12042,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12042.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12042,12042.0,,Apollo 12,,SURVEYOR CRATER,Bag 12-D,255.0,Soil,Unsieved,61.641000000000005,"August, 08 2014 00:00:00",True,,,"Fines, Unsieved","['46.1', '45.7']","['2.33', '3.2', '2.71']","['13.23', '15.1', '13']","['17.6', '14.1', '16.2']","['0.22', '0.21', '0.24']","['8.23', '9.8', '10.4']","['12.2', '10.9', '10.6']","['0.35', '0.41', '0.54']","['0.17', '0.26', '0.25']",['0.33'],[],[],"['34', '38']","['2700', '2258', '2668']","['52', '52']","['10', '10']","['8.5', '7.5']","['4', '4.4']",[],['0.03'],[],"['9.9', '5.5']",['110'],,['26'],[],[],[],[],[],[],[],[],['35'],[],['0.2'],"['510', '445']","['42', '48', '36.8']","['110', '111']",[],"['67', '79']","['24', '19.7']","['2.3', '2.03']","['30', '22.5']","['4.7', '3.87']",['25.8'],"['6.1', '4.46']",['14'],[],"['18', '14', '13.8']","['2.1', '2.09']",['11'],['1.4'],['970'],[],[],[],[],[],['6.1'],['1']
773,774,12044,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12044.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12044,12044.0,,Apollo 12,,SURVEYOR CRATER,Bag 14-D,92.0,Soil,Unsieved,99.17,"August, 27 2013 00:00:00",True,,,"Fines, Unsieved",['46.7'],"['2.67', '3.6', '4']","['12.1', '14.6']","['16.75', '14.2', '15.7']","['0.2', '0.21', '0.22']",['9.5'],"['10', '9.8', '10.6', '12.7']","['0.48', '0.43', '0.43', '0.45']","['0.25', '0.24']",[],[],[],"['37.9', '41']",,"['45.5', '42']",[],[],[],[],[],[],['6.08'],['157'],,[],[],[],[],[],[],[],[],[],[],[],[],"['380', '380']","['33.1', '32.7']","['91.6', '94', '71']",[],"['54.8', '63']","['16.7', '16.2', '15.1']","['1.72', '1.69', '1.82']",['19.2'],"['3.79', '3.2']","['21.2', '26.8']",['4.2'],['13.3'],[],"['11.5', '12.9', '12.3']","['1.67', '1.81', '1.76']","['12.9', '14.3']","['1.9', '2']",[],[],[],[],[],[],['7.4'],[]
774,775,12057,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12057.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12057,12057.0,,Apollo 12,,,,650.0,Soil,Unsieved,58.04600000000001,"January, 27 2015 00:00:00",True,,,"Fines, Unsieved","['45.74', '45.8']","['2.91', '2.9']","['12.13', '14.5']","['17.43', '15.4']","['0.23', '0.23']","['9.9', '9.5']","['10.44', '10.8']","['0.45', '0.45']","['0.25', '0.26']",['0.26'],['0.07'],[],[],"['2410', '1984']","['40', '125']",['7'],"['8', '6.9']","['2.4', '3.5']",[],[],['0.19'],"['6.36', '5.1']",['142.8'],,['29'],[],[],[],[],['43'],['34'],['1280'],[],[],['60'],['0.22'],['370'],['33'],['90'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['5'],[],['5.7'],['5.8'],['1.2']
775,776,12060,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12060.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12060,12060.0,,Apollo 12,,SURVEYOR CRATER,,20.7,Soil,Unsieved,107.111,"August, 27 2013 00:00:00",True,,,"Fines, Unsieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,777,12070,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12070.pdf,12,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12070,12070.0,,Apollo 12,,SURVEYOR CRATER,,1102.0,Soil,Unsieved,80.235,"January, 20 2015 00:00:00",True,,,"Fines, Unsieved","['42', '45.9', '45.83']","['3.1', '2.81', '2.9', '2.81']","['14', '12.5', '12.48']","['17', '16.4', '16.81']","['0.25', '0.22', '0.23']","['12', '10', '10.18']","['10', '10.4', '10', '10.45']","['0.4', '0.41', '0.46', '0.43']","['0.18', '0.25', '0.25', '0.26', '0.27']","['0.27', '0.31']","['0.08', '0.12']",[],['47'],"['2800', '2942', '2080']","['42', '45']",['6'],['6'],['2.5'],[],[],[],"['3.2', '6.9', '6.46', '6.33']","['170', '136', '150', '143.3']",,"['33', '30']",[],[],[],[],[],[],[],[],[],[],[],"['420', '404', '350']","['30.3', '29']","['90', '62']",[],['55.1'],['16.4'],['1.74'],[],[],['21.7'],[],['13.5'],[],['13'],['1.78'],[],[],[],[],[],[],[],[],"['6', '6.7', '6.6']","['1.5', '1.6']"
777,778,14003,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14003.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14003,14003.0,,Apollo 14,LM,,Bag 1039,947.9,Soil,<1 mm,63.027,"August, 27 2013 00:00:00",True,,,"Fines, < 1mm. Part of contingency sample.","['48.08', '48.1', '48.2']","['1.77', '1.8', '1.83', '1.75']","['17.59', '18.3', '17.6', '17.69']","['10.45', '11', '10.3', '10.53']","['0.14', '0.14', '0.13']","['9.27', '9.78', '9.52']","['11.12', '11', '10.4', '10.32']","['0.65', '0.69', '0.57', '0.69']","['0.54', '0.57', '0.6', '0.52', '0.55']","['0.58', '0.49']",[],[],"['27', '23', '24']","['1779', '1464', '1348', '1400', '1231']","['38', '39', '34']","['16', '10']",['28'],"['5', '4.6']",[],[],[],"['13', '13', '14', '14.6']","['135', '180', '176.5']",,"['70', '45']",[],[],[],[],[],[],[],[],[],[],['0.5'],"['1000', '810', '760', '823']","['75', '68', '66', '81']","['200', '193', '228', '170']","['20.5', '29']","['103', '121', '107']","['30', '31.2', '36', '30.2']","['2.6', '2.56', '2.38', '2.63']","['36', '33', '35.5']","['6.1', '4.9']","['41', '33', '38.9']","['9.7', '8.3']","['23.9', '23', '22.9']","['4', '3.7']","['27', '23', '22', '19.3', '21.6']","['3.2', '3.3']","['20', '23', '20.7']",[],['0.9'],[],[],[],[],[],"['14', '12']",['3.1']
778,779,14141,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14141.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14141,14141.0,,Apollo 14,C',CONE CRATER,9N,28.5,Soil,<1 mm,46.937,"December, 29 2014 00:00:00",True,,,"Fines, < 1mm",[],"['1.6', '1.63']","['17', '16.5']","['10.4', '10.16']","['0.135', '0.124']",['9.8'],['10.4'],"['0.85', '0.79']","['0.64', '0.64']",,[],[],"['23.4', '21.5']",['1350'],"['33.1', '31']",[],"['31', '42']",['7.6'],['600'],[],[],['18.3'],['170'],,[],[],[],[],[],['30'],"['461', '550']",['111'],[],['3.1'],['20'],"['0.62', '0.79']","['900', '900']","['68.5', '71.4']","['190', '200']",[],"['110', '104']","['28.5', '34.7']","['2.4', '2.82']",[],"['6', '7.4']",['42'],['9.8'],[],['3.2'],"['23', '23.8']","['3.3', '3.35']","['23.9', '25']","['3.3', '5.7']",[],['1.26'],[],"['12.6', '7.3']",[],"['11', '7.8']","['15', '15.3']",['4.2']
779,780,14148,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14148.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14148,14148.0,,Apollo 14,G,NORTH TRIPLET RIM,19N,71.65,Soil,<1 mm,70.56,"January, 05 2015 00:00:00",True,,,"Fines, < 1mm. Collected from surface of trench.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,781,14149,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14149.pdf,11,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14149,14149.0,,Apollo 14,G,NORTH TRIPLET RIM,20N,88.15,Soil,<1 mm,79.572,"August, 08 2014 00:00:00",True,,,"Fines, < 1mm. Collected from bottom of trench.",[],"['1.55', '1.6']","['17.3', '17.9']","['10.16', '10']","['0.117', '0.13']",['9.9'],['11'],"['0.71', '0.78']","['0.54', '0.64', '0.58']",[],[],[],"['20.5', '21']","['1300', '1232']","['40', '27.5']",[],['19'],[],[],[],['290'],"['14.5', '13.9']","['177.5', '170']",,[],[],[],[],[],['11.8'],['199'],[],[],['2.8'],['15'],"['0.66', '0.6']","['740', '827', '870']","['65.1', '60.5']","['177', '169', '170']",[],"['100', '108', '110']","['31.6', '30.1', '26.5']","['2.76', '2.56', '2.2']",['34.7'],"['6.7', '5.4']","['39.3', '37']",['8.2'],['23.4'],['3.3'],"['21.7', '22', '20.2']","['3.08', '3.34', '2.8']","['23', '20.8', '21.9']","['4.8', '3']",[],['1.05'],[],['11.1'],[],['7.5'],"['13.6', '13.3']",['3.6']
781,782,14156,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14156.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14156,14156.0,,Apollo 14,G,NORTH TRIPLET RIM,21N,138.0,Soil,<1 mm,84.69,"August, 08 2014 00:00:00",True,,,"Fines, < 1mm. Collected from middle of trench.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,783,14163,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14163.pdf,11,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14163,14163.0,,Apollo 14,LM,,Bag 1028,4444.0,Soil,<1 mm,94.51299999999999,"February, 19 2015 00:00:00",True,,,"Fines, < 1mm. Part of bulk sample.","['47.3', '47.97']","['1.9', '1.6', '1.77']","['18.4', '17.8', '17.57']","['10.4', '10.5', '10.7', '10.41']","['0.124', '0.135', '0.14']","['9.6', '9.18']","['11', '11.4', '11.15']","['0.711', '0.7', '0.75', '0.7']","['0.52', '0.55', '0.52', '0.58']",['0.52'],[],[],"['21', '21.7', '21.4', '25']","['1368', '1280', '1780']","['38', '33', '36', '36']",['17'],['28'],['5.5'],[],[],[],['13'],"['170', '140']",,['70'],[],[],[],[],[],[],[],[],[],[],['0.78'],"['730', '800', '950', '1100']","['68', '66.7', '67.3', '79']","['200', '170', '194']",['24.4'],"['103', '100', '100']","['32.2', '29.1', '29.6']","['2.78', '2.45', '2.75']",['37'],"['6.4', '5.9', '7.1']","['41', '36']","['10.2', '8.6']",['24.5'],"['4.1', '3.2']","['24', '21.2', '22', '28']","['3.6', '3', '3.21']","['20', '22.5', '25.3']","['2.9', '4.3']",[],[],[],[],[],[],"['13', '13.3', '15.2']",['3.5']
783,784,14240,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14240.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14240,14240.0,,Apollo 14,G,NORTH TRIPLET RIM,Bag 2060,168.0,Soil,Unsieved,53.667,"January, 20 2015 00:00:00",True,,,,['47.77'],"['1.8', '2', '1.67', '1.6']","['19.4', '18.5', '17.99', '17.9']","['10.9', '10.02', '10']","['0.125', '0.13', '0.14', '0.13']","['9.47', '9.9']","['12', '12', '11.25', '11']","['0.717', '0.745', '0.7', '0.78']","['0.57', '0.6', '0.54', '0.58']",['0.55'],[],[],"['22', '28', '21']","['1430', '1574', '1232']","['36', '33', '27.5']",['16'],['23'],['7.5'],[],[],[],['13'],"['390', '170']",,['42'],[],[],[],[],[],[],[],[],[],[],[],"['790', '870']","['70', '67', '60.5']","['214', '170']",[],['110'],"['31', '26.5']","['2.65', '2.2']",[],['5.4'],['37'],['8.2'],[],['3.3'],"['24', '23', '20.2']","['3.2', '2.8']","['20', '21.9']",['3'],[],[],[],[],[],[],"['14', '13.3']",['3.6']
784,785,14259,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14259.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14259,14259.0,,Apollo 14,ALSEP,,,2352.1,Soil,<1 mm,78.587,"February, 04 2015 00:00:00",True,,,"Fines, < 1mm","['48', '48.16', '47.5', '48.15']","['1.8', '1.73', '1.42', '1.82']","['18', '17.6', '17.4', '16.99']","['10', '10.41', '10.3', '10.3', '10.58']","['0.18', '0.14', '0.13', '0.136']","['9.2', '9.26', '9.28', '9.32']","['11', '11.25', '10.8', '10.71']","['0.52', '0.61', '0.68', '0.63', '0.65']","['0.5', '0.51', '0.48', '0.47']","['0.53', '0.46']",[],[],"['21', '28', '21.9', '23']","['1400', '1780', '1290', '1310']","['39', '38', '37.5', '36', '33']","['14', '19', '12.3', '16']","['24', '22', '53']","['4.4', '7.6']",['590'],['0.076'],[],"['10', '12', '19', '14']","['170', '150', '248']",,"['40', '67', '54']",[],[],[],['20'],[],[],['34'],[],[],[],"['0.75', '0.67']","['570', '1100', '740', '974']","['46', '77', '57.8', '66']","['178', '170']",['21'],['120'],"['26.5', '26']","['2.63', '2.29']",['34'],"['5.9', '6.3']",['38'],['6'],['26'],[],"['24', '30', '21.4', '21.5']","['3.05', '2.7']","['22.5', '21']","['3.9', '2.8']",['1700'],[],[],['16'],[],['5.5'],"['14', '14.3']","['3', '3.79']"
785,786,14260,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14260.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14260,14260.0,,Apollo 14,ALSEP,,Bag 1039,282.5,Soil,<1 mm,97.045,"September, 24 2013 00:00:00",True,,,"Fines, < 1mm","['47.75', '47.11']","['1.26', '1.87']","['19', '16.97']","['8.52', '11.08']","['0.21', '0.17']","['8.8', '9.42']","['11.73', '10.95']","['0.8', '0.68']","['0.52', '0.49']","['0.53', '0.47']","['0.06', '0.12']",[],"['19.2', '22.8']",,"['16.4', '38.1']",[],[],[],[],[],['2011'],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],"['71.4', '66.5']","['183', '172']",[],[],"['31.5', '28.9']","['2.69', '2.4']",[],"['9', '8.3']",[],[],[],[],"['23.7', '21.7']","['3.4', '3.06']","['23.9', '23.8']","['2.9', '3.8']",[],[],[],[],[],[],"['13.1', '12.1']",[]
786,787,14425,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14425.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14425,14425.0,,Apollo 14,LM,,ALSRC 1007,0.79,Breccia,Glass,0.0,"March, 30 2012 00:00:00",True,,,8mm Spherule. Part of bulk fines sample.,['47.1'],['1.36'],['14'],['13.3'],[],['13'],['9.22'],['0.72'],['0.26'],[],[],[],[],,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,788,15012,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15012.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15012,15012.0,78.0,Apollo 15,6,APPENINE FRONT,SCB 5,312.2,Soil,Unsieved,5.766,"December, 03 2014 00:00:00",True,,,,['46.77'],"['1.46', '1.5']","['16.75', '16.4']","['12.4', '12.3']","['0.17', '0.16']","['10.35', '10.7']","['10.95', '11']","['0.45', '0.44']",['0.21'],['0.22'],[],[],['23.8'],,['40.9'],[],[],[],[],[],[],[],['150'],,[],[],[],[],[],[],[],[],[],[],[],['0.29'],['251'],['25.4'],['66'],[],['38'],['11.9'],['1.39'],[],['2.33'],[],[],[],[],['8.1'],['1.2'],['9.2'],['1.13'],[],[],[],['7.5'],[],['107'],['4.2'],['1.13']
788,789,15013,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15013.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15013,15013.0,79.0,Apollo 15,LM,,SCB 7,296.2,Soil,Unsieved,8.799,"December, 03 2014 00:00:00",True,,,,['46.94'],"['1.72', '1.97', '1.8']","['14.46', '14.8', '14.1']","['14.98', '14.8', '15']","['0.21', '0.2', '0.19']","['10.35', '10.8']","['10.38', '10', '10.8']","['0.44', '0.46', '0.434']","['0.22', '0.22']",['0.22'],[],[],"['28.7', '28']","['2395', '2780', '2737']","['76.5', '40']",[],[],[],[],[],[],[],['140'],,[],[],[],[],[],[],[],[],[],[],[],['0.27'],"['290', '320']","['27.2', '26']","['70', '73']",[],['40'],"['13.2', '12.9']","['1.455', '1.4']",[],"['2.43', '2.3']",[],[],[],[],"['8.2', '9.5']","['1.23', '1.3']","['10', '9.9']","['1.34', '1.2']",[],[],[],['7.9'],[],['2.6'],['5.2'],['1.1']
789,790,15014,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15014.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15014,15014.0,,Apollo 15,8,ALSEP,SCB 5,333.2,Special,,100.0,"August, 15 2007 00:00:00",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,791,15017,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15017.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15017,15017.0,82.0,Apollo 15,LM,,SCB 5 162,9.8,Breccia,Glass,69.02,"March, 30 2012 00:00:00",True,,,Glass shell,['49.9'],[],['14.9'],['14.3'],['0.2'],['10.7'],['9.74'],['0.44'],['0.21'],[],[],[],['29.9'],,"['45', '40.6']",[],['5.8'],[],['241'],[],['363'],['2.2'],['135'],,[],[],[],[],[],['2.3'],['4.2'],['1.95'],[],['4.7'],['20'],['0.273'],['300'],['28.2'],['77.7'],[],['56'],['12.7'],['1.42'],[],['2.79'],['16.8'],['3.7'],[],[],['9.49'],['1.32'],['10.3'],['1.26'],[],['0.87'],[],"['9.1', '8']",[],['2.9'],['3.93'],['1.41']
791,792,15020,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15020.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15020,15020.0,,Apollo 15,LM,,CSB,88.7,Soil,Unsieved,98.869,"November, 25 2014 00:00:00",False,,,"Fines, Unsieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
